customer_id,product_id,date_id,quantity,total_amount
100,3,255,1,200
43,4,56,1,150
14,6,26,2,6000
14,3,22,2,400
12,3,322,1,200
64,2,284,5,6000
71,1,162,3,12000
58,6,44,3,9000
59,4,338,1,150
74,4,278,1,150
35,2,5,3,3600
78,6,215,3,9000
8,2,271,5,6000
75,5,114,5,1750
66,5,159,1,350
56,3,277,1,200
9,6,157,2,6000
63,6,177,1,3000
55,1,84,4,16000
87,6,252,2,6000
25,4,78,5,750
18,6,66,4,12000
98,1,232,3,12000
48,2,176,4,4800
27,3,349,4,800
46,5,45,4,1400
8,3,178,3,600
88,3,355,2,400
77,5,140,1,350
94,3,290,5,1000
6,6,211,5,15000
53,1,171,4,16000
60,4,304,2,300
87,3,56,4,800
68,1,136,2,8000
22,1,108,1,4000
71,2,259,3,3600
48,5,318,5,1750
47,5,341,5,1750
45,1,159,3,12000
80,5,350,3,1050
58,3,28,1,200
36,4,154,3,450
69,3,140,2,400
47,1,123,3,12000
14,2,247,3,3600
10,3,137,5,1000
60,4,115,1,150
40,6,317,5,15000
12,3,49,4,800
78,6,120,3,9000
87,2,306,5,6000
27,5,213,2,700
34,4,186,3,450
9,6,304,1,3000
42,3,3,1,200
76,1,247,5,20000
21,3,276,3,600
90,3,218,3,600
93,2,310,4,4800
87,6,289,1,3000
93,3,144,3,600
38,1,44,3,12000
51,6,323,4,12000
63,2,179,5,6000
3,5,302,5,1750
65,2,205,5,6000
93,2,189,1,1200
26,4,111,2,300
61,2,287,2,2400
26,3,342,4,800
45,2,144,2,2400
14,3,50,1,200
32,1,294,3,12000
44,3,192,1,200
81,4,279,4,600
61,2,166,5,6000
12,6,34,4,12000
74,4,17,3,450
45,1,231,2,8000
27,1,115,5,20000
41,1,140,2,8000
38,4,136,2,300
8,6,245,1,3000
38,4,258,2,300
88,6,160,3,9000
85,4,357,3,450
77,2,176,5,6000
22,3,97,2,400
87,3,124,3,600
93,6,172,4,12000
12,5,74,3,1050
58,3,128,5,1000
97,1,255,1,4000
58,1,115,4,16000
18,4,230,2,300
22,2,222,4,4800
75,2,105,1,1200
49,4,181,1,150
26,6,167,5,15000
4,6,10,1,3000
54,3,175,3,600
78,4,205,5,750
53,3,263,3,600
76,5,338,4,1400
41,5,121,3,1050
31,1,151,4,16000
16,6,262,1,3000
21,3,65,1,200
48,4,330,5,750
27,1,221,2,8000
21,1,57,1,4000
41,1,167,3,12000
72,6,28,5,15000
55,2,26,1,1200
42,1,121,2,8000
74,3,52,5,1000
59,5,287,1,350
66,1,346,3,12000
52,1,213,2,8000
9,5,139,1,350
16,2,115,3,3600
85,6,96,3,9000
2,2,354,3,3600
46,6,318,2,6000
94,2,189,2,2400
46,4,34,5,750
65,4,54,4,600
30,6,257,3,9000
82,5,89,1,350
26,4,80,2,300
98,6,22,2,6000
44,3,24,3,600
26,4,311,4,600
62,3,273,4,800
52,1,28,5,20000
16,4,40,2,300
81,3,24,2,400
97,6,206,5,15000
79,1,295,5,20000
79,1,132,5,20000
56,6,315,5,15000
90,4,265,5,750
3,3,204,4,800
3,1,135,2,8000
4,6,251,3,9000
80,3,317,3,600
6,5,3,2,700
62,3,252,3,600
33,6,74,2,6000
79,6,293,2,6000
45,3,91,2,400
56,3,283,5,1000
55,6,195,1,3000
11,2,276,4,4800
34,5,21,2,700
71,3,25,1,200
68,1,190,4,16000
98,5,38,3,1050
99,5,302,3,1050
61,3,334,1,200
75,5,334,3,1050
95,5,164,5,1750
63,1,215,4,16000
16,4,240,2,300
85,4,122,1,150
54,6,130,4,12000
78,3,86,2,400
12,1,114,5,20000
32,5,155,2,700
57,6,307,3,9000
33,6,62,4,12000
51,2,67,3,3600
63,5,79,5,1750
30,6,47,2,6000
30,4,79,1,150
54,3,238,1,200
60,3,16,3,600
52,1,209,4,16000
27,6,180,2,6000
23,5,146,2,700
25,1,232,4,16000
46,3,301,2,400
6,6,173,3,9000
5,4,148,3,450
82,3,165,5,1000
30,6,295,5,15000
44,3,223,4,800
3,6,86,2,6000
42,1,212,3,12000
61,5,319,5,1750
32,4,290,3,450
38,2,61,4,4800
57,1,111,3,12000
44,1,67,2,8000
82,5,85,3,1050
42,1,312,4,16000
54,5,231,1,350
80,1,27,1,4000
11,5,114,2,700
22,5,11,1,350
70,5,221,5,1750
29,4,347,4,600
53,1,355,4,16000
91,5,182,3,1050
19,6,209,4,12000
5,6,101,4,12000
53,1,237,1,4000
69,5,207,2,700
45,1,231,3,12000
30,1,313,5,20000
78,1,290,3,12000
44,3,181,3,600
7,4,237,5,750
98,3,9,2,400
85,3,213,3,600
34,1,176,3,12000
24,4,326,4,600
82,4,15,3,450
52,5,28,1,350
50,4,271,5,750
3,2,145,5,6000
3,5,238,4,1400
73,6,313,4,12000
35,6,285,4,12000
47,2,60,3,3600
81,6,113,3,9000
23,5,316,2,700
66,2,179,5,6000
20,4,116,2,300
55,3,154,4,800
56,4,140,4,600
50,2,129,3,3600
69,1,345,1,4000
46,6,218,4,12000
36,6,274,5,15000
75,3,100,5,1000
2,2,360,1,1200
9,4,310,4,600
73,3,220,2,400
93,1,311,1,4000
53,4,74,5,750
14,1,311,3,12000
47,1,212,2,8000
9,2,220,4,4800
11,1,128,4,16000
18,3,182,3,600
26,5,27,3,1050
59,6,91,5,15000
90,5,261,5,1750
72,4,211,1,150
31,1,19,2,8000
24,1,112,2,8000
76,5,226,2,700
2,3,73,5,1000
6,4,255,3,450
68,1,269,3,12000
38,2,317,1,1200
44,5,251,4,1400
81,3,365,4,800
44,4,336,2,300
92,1,304,2,8000
21,1,291,4,16000
92,5,289,4,1400
38,6,299,5,15000
30,4,14,2,300
45,4,195,4,600
66,3,229,4,800
83,1,77,2,8000
72,1,177,4,16000
19,6,250,5,15000
9,3,218,2,400
18,4,99,5,750
94,1,345,1,4000
75,2,296,5,6000
95,4,222,1,150
66,4,304,2,300
6,1,114,3,12000
13,6,120,1,3000
82,1,160,4,16000
25,2,157,4,4800
74,6,54,3,9000
70,1,173,1,4000
57,4,182,4,600
11,4,273,5,750
23,4,143,3,450
53,2,230,4,4800
48,4,55,5,750
36,1,164,4,16000
34,4,227,2,300
64,2,170,5,6000
22,1,10,3,12000
54,5,212,2,700
76,6,93,1,3000
85,2,352,2,2400
62,6,163,5,15000
89,2,79,4,4800
37,3,227,4,800
87,1,304,2,8000
35,2,27,4,4800
78,6,303,4,12000
78,1,131,3,12000
45,3,43,5,1000
6,3,237,1,200
41,1,32,5,20000
66,1,145,1,4000
53,1,142,5,20000
71,4,324,3,450
32,6,225,5,15000
84,6,2,2,6000
77,6,273,2,6000
27,2,98,5,6000
49,3,201,3,600
8,6,295,1,3000
20,1,110,1,4000
64,4,254,3,450
2,5,91,1,350
87,6,31,4,12000
83,4,116,5,750
96,1,286,3,12000
74,6,73,3,9000
40,3,280,4,800
12,2,240,5,6000
33,2,83,5,6000
88,4,113,4,600
50,1,41,2,8000
89,1,91,1,4000
18,2,189,2,2400
78,5,217,4,1400
70,2,152,2,2400
85,4,14,4,600
31,6,96,4,12000
48,6,20,4,12000
22,1,315,2,8000
64,4,151,5,750
41,1,105,3,12000
81,1,84,4,16000
97,1,97,2,8000
1,6,68,1,3000
65,3,287,1,200
23,2,236,4,4800
74,2,16,5,6000
77,3,351,3,600
85,4,211,5,750
41,6,111,1,3000
3,6,271,4,12000
68,4,172,5,750
1,4,261,3,450
66,2,190,1,1200
20,6,291,1,3000
100,4,63,4,600
34,5,121,4,1400
53,1,346,1,4000
84,2,157,4,4800
83,5,323,2,700
48,1,112,1,4000
8,6,359,4,12000
54,1,198,4,16000
7,4,351,5,750
58,2,212,1,1200
60,2,360,1,1200
8,6,289,2,6000
76,2,305,1,1200
17,6,86,4,12000
75,3,29,5,1000
10,1,209,4,16000
84,5,293,2,700
18,4,18,5,750
79,6,260,1,3000
84,1,183,4,16000
85,4,345,5,750
82,1,102,5,20000
81,6,213,3,9000
13,5,262,3,1050
74,5,107,4,1400
41,3,52,3,600
16,6,154,4,12000
60,6,64,5,15000
22,4,68,4,600
30,1,139,1,4000
34,2,137,1,1200
85,6,67,3,9000
16,6,139,1,3000
56,1,243,3,12000
95,5,121,1,350
33,5,7,3,1050
87,3,93,1,200
89,5,242,5,1750
97,3,187,4,800
83,2,330,1,1200
99,1,199,3,12000
91,6,104,4,12000
67,2,256,2,2400
76,2,276,3,3600
32,1,181,1,4000
80,5,237,1,350
66,6,289,4,12000
37,2,333,1,1200
6,6,335,4,12000
41,2,252,1,1200
29,1,323,2,8000
31,6,342,1,3000
98,2,24,3,3600
47,1,193,5,20000
3,5,184,2,700
77,4,28,2,300
44,6,17,3,9000
88,2,113,3,3600
71,6,131,2,6000
19,2,364,4,4800
37,1,330,5,20000
13,2,104,4,4800
76,6,229,4,12000
100,5,314,1,350
76,5,318,4,1400
43,5,244,5,1750
29,4,84,4,600
71,3,9,2,400
62,3,277,4,800
44,6,139,3,9000
8,2,31,3,3600
19,4,17,2,300
47,5,226,1,350
80,1,285,4,16000
16,2,232,3,3600
36,5,53,2,700
23,5,21,5,1750
21,1,121,5,20000
64,1,325,2,8000
21,2,268,4,4800
13,5,243,3,1050
95,1,182,2,8000
86,1,50,4,16000
80,2,184,3,3600
100,5,87,2,700
58,6,248,5,15000
29,4,350,5,750
82,4,303,3,450
76,5,214,1,350
99,1,162,2,8000
13,3,171,5,1000
94,2,137,2,2400
44,2,333,3,3600
74,1,328,2,8000
5,4,17,2,300
43,5,356,5,1750
33,3,11,5,1000
76,6,39,3,9000
74,4,176,5,750
19,2,207,5,6000
68,5,248,2,700
25,6,26,5,15000
33,5,351,2,700
1,6,203,2,6000
54,5,29,1,350
50,5,8,2,700
12,5,160,5,1750
63,4,214,4,600
53,1,179,1,4000
41,3,256,2,400
11,6,272,4,12000
73,3,280,5,1000
19,3,216,1,200
63,1,363,2,8000
9,1,346,2,8000
55,1,86,2,8000
36,4,291,2,300
70,3,73,5,1000
100,4,319,3,450
78,4,201,2,300
6,4,108,4,600
80,4,174,1,150
38,3,102,3,600
9,2,316,4,4800
84,6,20,2,6000
70,6,215,5,15000
97,2,121,2,2400
88,1,248,2,8000
93,2,144,1,1200
3,4,100,2,300
93,1,167,5,20000
64,3,115,4,800
95,5,70,2,700
81,4,295,1,150
79,2,246,3,3600
20,4,349,4,600
88,6,336,2,6000
26,1,273,2,8000
34,3,136,5,1000
76,1,213,1,4000
92,1,128,3,12000
36,2,352,2,2400
100,3,148,1,200
68,5,126,5,1750
95,5,326,5,1750
94,4,303,4,600
77,5,92,3,1050
84,5,260,1,350
4,3,4,2,400
22,5,119,5,1750
28,1,131,1,4000
95,4,306,5,750
71,1,133,5,20000
96,4,207,5,750
19,6,40,2,6000
70,6,152,2,6000
35,5,171,2,700
41,1,365,2,8000
51,2,96,5,6000
70,3,283,1,200
47,3,190,4,800
7,4,146,2,300
44,3,201,5,1000
33,2,338,5,6000
71,3,228,3,600
62,6,149,5,15000
8,3,26,2,400
64,5,79,1,350
54,2,262,3,3600
22,5,37,2,700
18,2,179,5,6000
29,1,11,2,8000
61,1,299,3,12000
88,4,143,3,450
21,5,139,4,1400
58,3,351,2,400
15,6,365,2,6000
4,1,149,1,4000
61,3,192,5,1000
72,6,54,2,6000
27,2,128,5,6000
37,6,218,3,9000
21,6,234,3,9000
48,3,215,4,800
64,2,191,4,4800
22,2,359,2,2400
50,5,251,1,350
49,5,127,5,1750
65,5,295,1,350
55,6,40,4,12000
27,6,326,5,15000
27,2,236,1,1200
63,6,111,2,6000
23,3,85,2,400
79,4,28,2,300
51,4,256,1,150
83,2,171,5,6000
60,6,163,5,15000
58,3,179,1,200
28,1,219,2,8000
78,3,293,1,200
84,2,121,5,6000
96,2,325,2,2400
41,5,254,5,1750
48,5,33,3,1050
29,2,232,3,3600
99,5,182,5,1750
26,6,29,2,6000
19,3,84,5,1000
73,6,199,2,6000
2,5,257,4,1400
10,4,246,3,450
40,2,17,3,3600
33,5,188,3,1050
85,4,173,1,150
34,4,265,1,150
18,6,31,4,12000
16,6,256,1,3000
74,6,61,4,12000
46,5,272,4,1400
80,1,202,5,20000
50,5,294,3,1050
19,5,255,4,1400
56,6,40,2,6000
80,6,188,3,9000
2,5,275,4,1400
38,1,270,3,12000
95,3,336,2,400
86,4,26,5,750
4,5,264,1,350
81,1,322,3,12000
37,6,324,5,15000
49,4,81,4,600
87,3,334,1,200
97,3,165,3,600
16,3,187,5,1000
42,6,14,5,15000
41,5,297,4,1400
20,4,39,1,150
66,6,307,5,15000
60,5,35,1,350
23,3,155,3,600
56,1,145,5,20000
50,3,86,2,400
78,6,358,5,15000
19,3,308,4,800
1,5,356,4,1400
48,6,352,1,3000
30,4,326,5,750
73,4,33,4,600
78,1,284,3,12000
36,5,107,5,1750
35,3,162,3,600
12,3,13,3,600
9,6,6,5,15000
51,5,324,5,1750
8,6,8,1,3000
32,2,166,1,1200
21,1,84,3,12000
30,4,150,3,450
47,2,306,5,6000
53,4,306,2,300
53,6,213,3,9000
87,2,200,3,3600
7,4,299,5,750
13,1,207,1,4000
59,3,339,3,600
20,1,235,3,12000
18,3,154,1,200
57,3,26,3,600
86,5,290,1,350
90,5,263,1,350
40,3,318,4,800
42,4,259,4,600
26,4,42,1,150
41,2,147,5,6000
53,4,233,3,450
7,4,295,3,450
92,5,43,5,1750
33,1,346,4,16000
96,2,47,3,3600
53,1,15,5,20000
94,3,279,1,200
7,1,95,1,4000
59,2,71,1,1200
52,4,162,1,150
6,6,108,1,3000
70,6,9,4,12000
59,5,110,5,1750
36,4,182,2,300
33,3,23,5,1000
91,6,219,1,3000
11,3,84,4,800
93,6,137,3,9000
41,5,76,5,1750
64,6,47,5,15000
45,4,118,1,150
79,3,327,1,200
51,6,50,3,9000
11,2,48,1,1200
46,3,71,1,200
63,3,327,4,800
31,6,262,2,6000
86,6,69,2,6000
87,3,12,2,400
53,1,259,4,16000
92,5,19,4,1400
40,3,280,5,1000
22,3,279,3,600
61,3,16,1,200
77,3,298,4,800
82,3,229,1,200
77,6,117,5,15000
90,4,96,4,600
11,3,202,2,400
50,1,244,1,4000
93,2,71,4,4800
31,1,40,2,8000
22,3,205,3,600
46,2,148,4,4800
42,3,215,1,200
2,4,169,5,750
59,3,244,1,200
11,3,318,2,400
99,2,320,2,2400
74,2,250,5,6000
11,2,101,4,4800
43,2,124,2,2400
82,4,22,5,750
56,6,185,3,9000
35,4,237,5,750
98,1,158,2,8000
57,1,305,3,12000
80,6,261,4,12000
45,2,10,4,4800
91,5,37,4,1400
27,4,328,4,600
1,6,254,5,15000
12,6,20,5,15000
47,6,176,1,3000
3,3,50,5,1000
48,6,102,3,9000
45,4,101,1,150
74,2,158,1,1200
76,6,346,1,3000
91,1,330,1,4000
27,4,288,1,150
88,2,51,4,4800
63,2,21,3,3600
67,1,29,1,4000
76,5,82,3,1050
79,2,216,4,4800
40,1,184,3,12000
100,2,18,4,4800
12,3,60,1,200
11,2,218,2,2400
10,4,342,4,600
10,6,119,1,3000
12,1,155,4,16000
48,3,47,1,200
48,5,132,2,700
19,2,69,3,3600
8,4,251,1,150
76,6,270,3,9000
13,6,242,4,12000
47,5,348,5,1750
26,4,1,1,150
56,6,235,2,6000
25,1,196,3,12000
7,4,335,2,300
55,1,235,5,20000
27,1,163,2,8000
79,5,337,1,350
58,6,317,2,6000
13,4,346,5,750
2,1,26,4,16000
53,6,328,4,12000
40,3,57,2,400
93,2,66,5,6000
54,3,4,3,600
61,3,33,1,200
89,5,182,4,1400
29,4,104,5,750
10,1,234,5,20000
89,6,253,3,9000
67,1,45,1,4000
64,1,357,2,8000
17,3,22,1,200
71,4,193,2,300
1,3,135,2,400
40,1,254,3,12000
50,3,193,2,400
50,6,332,4,12000
57,6,243,4,12000
27,4,104,4,600
28,1,136,1,4000
58,5,285,3,1050
67,5,321,1,350
34,4,24,1,150
74,5,178,2,700
47,6,361,3,9000
29,6,194,3,9000
79,6,227,4,12000
15,6,262,4,12000
88,6,292,4,12000
81,5,345,5,1750
93,1,196,1,4000
64,3,269,1,200
71,4,162,1,150
72,4,84,2,300
80,3,323,1,200
65,1,212,4,16000
38,2,14,2,2400
55,1,216,4,16000
90,5,267,4,1400
93,6,275,2,6000
99,1,29,1,4000
35,5,297,5,1750
45,5,103,5,1750
46,2,64,2,2400
38,5,285,5,1750
87,5,250,2,700
26,4,90,4,600
76,4,139,2,300
62,3,191,5,1000
41,2,233,4,4800
65,5,99,2,700
60,3,277,4,800
69,3,41,2,400
56,2,320,3,3600
95,6,350,5,15000
8,2,219,1,1200
17,4,352,2,300
48,6,18,1,3000
30,1,168,3,12000
92,4,233,5,750
93,1,55,1,4000
65,6,339,4,12000
59,3,124,2,400
12,3,365,1,200
45,4,63,5,750
24,1,187,2,8000
65,2,232,4,4800
25,6,354,2,6000
49,1,290,2,8000
91,4,205,4,600
56,4,164,3,450
42,2,31,2,2400
11,1,81,3,12000
76,5,268,4,1400
82,6,248,3,9000
82,2,97,3,3600
92,1,225,3,12000
75,6,30,3,9000
1,1,216,5,20000
13,6,328,1,3000
79,3,256,5,1000
52,1,46,3,12000
1,1,101,5,20000
55,6,20,5,15000
60,5,335,2,700
55,6,325,4,12000
7,3,252,5,1000
1,6,208,1,3000
40,3,228,5,1000
5,2,72,4,4800
13,1,270,2,8000
12,4,77,3,450
64,3,152,2,400
24,5,132,1,350
74,1,67,5,20000
48,1,235,2,8000
17,6,28,1,3000
92,4,6,5,750
96,5,333,3,1050
51,5,216,5,1750
71,5,169,3,1050
23,3,15,5,1000
28,2,225,2,2400
16,6,24,1,3000
84,6,61,1,3000
84,1,33,5,20000
67,2,335,2,2400
89,4,163,2,300
55,2,300,3,3600
81,5,10,1,350
20,6,234,5,15000
39,1,331,5,20000
73,4,260,2,300
77,4,238,1,150
100,3,208,1,200
65,2,110,3,3600
97,6,35,1,3000
73,3,275,5,1000
66,4,57,2,300
91,5,354,5,1750
5,1,315,2,8000
86,5,75,1,350
16,5,25,3,1050
74,6,269,1,3000
96,5,117,1,350
100,3,347,4,800
58,3,98,3,600
44,1,296,5,20000
77,2,324,4,4800
49,6,222,2,6000
74,1,277,1,4000
76,5,130,4,1400
35,4,70,2,300
33,3,293,4,800
68,2,98,3,3600
67,4,285,4,600
40,2,295,1,1200
48,4,12,2,300
71,3,121,4,800
47,4,296,4,600
71,2,124,3,3600
66,5,30,2,700
38,6,188,1,3000
62,6,33,4,12000
79,5,155,3,1050
34,1,114,5,20000
11,2,208,2,2400
67,5,146,5,1750
80,5,58,5,1750
45,5,188,3,1050
3,4,41,1,150
11,1,364,4,16000
10,2,343,4,4800
51,5,163,1,350
72,4,167,1,150
48,3,219,4,800
15,6,145,3,9000
10,1,190,1,4000
35,6,77,1,3000
75,2,131,2,2400
78,6,178,1,3000
44,6,21,4,12000
78,5,351,5,1750
64,1,89,1,4000
23,5,251,4,1400
90,6,271,5,15000
46,2,326,1,1200
68,3,362,3,600
71,5,107,3,1050
24,2,229,1,1200
13,1,191,1,4000
84,6,109,1,3000
6,3,46,1,200
30,4,262,3,450
50,1,92,3,12000
84,1,251,3,12000
53,2,124,2,2400
47,5,94,2,700
68,2,329,1,1200
81,2,164,3,3600
9,6,189,5,15000
41,5,88,1,350
51,4,142,3,450
74,4,176,1,150
8,2,303,4,4800
40,6,216,3,9000
92,3,169,2,400
39,2,96,1,1200
46,4,344,2,300
72,6,79,5,15000
85,2,217,4,4800
48,2,4,1,1200
22,1,1,2,8000
74,2,112,5,6000
24,3,264,3,600
91,5,209,3,1050
71,1,346,1,4000
11,2,158,2,2400
46,4,31,5,750
58,5,342,2,700
13,4,29,2,300
31,3,332,4,800
71,3,180,4,800
59,5,208,3,1050
64,6,270,5,15000
100,3,311,5,1000
40,5,308,4,1400
88,5,343,2,700
48,1,295,3,12000
16,6,132,1,3000
11,5,195,1,350
91,6,175,4,12000
99,5,351,1,350
55,1,282,3,12000
55,4,10,3,450
37,3,23,5,1000
96,2,263,5,6000
32,5,9,3,1050
33,5,174,4,1400
12,4,263,1,150
66,3,362,1,200
27,2,217,1,1200
61,5,218,2,700
26,5,65,2,700
74,1,271,1,4000
9,3,5,2,400
55,6,121,1,3000
61,3,270,3,600
65,3,275,4,800
71,1,63,4,16000
63,5,166,3,1050
66,6,121,4,12000
13,1,231,2,8000
67,5,5,2,700
37,4,30,2,300
83,6,185,4,12000
84,3,305,2,400
67,2,192,1,1200
53,4,185,1,150
76,4,6,4,600
91,4,365,4,600
2,5,252,2,700
10,4,323,3,450
65,6,135,2,6000
9,3,364,1,200
70,2,203,4,4800
82,5,302,5,1750
93,5,146,2,700
71,5,190,3,1050
89,2,328,2,2400
85,3,41,5,1000
86,6,85,3,9000
55,4,286,2,300
68,2,223,5,6000
37,4,165,4,600
13,1,340,2,8000
13,5,204,4,1400
52,6,191,4,12000
70,1,362,1,4000
83,1,85,3,12000
48,2,197,5,6000
68,1,199,4,16000
68,4,304,4,600
77,3,106,2,400
51,2,152,4,4800
45,1,138,1,4000
66,3,54,3,600
95,5,309,3,1050
12,5,100,3,1050
78,6,44,3,9000
18,4,245,2,300
83,3,318,1,200
7,1,311,5,20000
2,6,147,1,3000
88,2,221,5,6000
70,3,291,4,800
33,5,301,4,1400
83,3,106,3,600
68,3,263,3,600
99,3,343,3,600
63,4,7,5,750
50,1,190,1,4000
95,2,332,4,4800
97,3,196,4,800
3,4,312,5,750
80,3,166,5,1000
58,5,8,1,350
16,6,212,4,12000
96,1,364,1,4000
55,6,195,1,3000
57,3,353,2,400
100,5,8,4,1400
31,5,20,5,1750
86,4,140,2,300
22,2,63,1,1200
56,2,63,3,3600
86,2,204,5,6000
14,3,161,5,1000
63,5,128,2,700
48,6,251,3,9000
4,3,13,1,200
94,4,258,1,150
13,3,132,2,400
100,1,43,5,20000
45,1,340,4,16000
61,2,267,5,6000
46,5,31,5,1750
61,1,179,4,16000
87,6,258,5,15000
61,2,307,4,4800
86,1,270,3,12000
16,4,243,4,600
9,1,11,3,12000
58,1,227,5,20000
62,5,140,2,700
73,4,349,1,150
54,1,274,5,20000
78,2,213,3,3600
25,4,77,4,600
9,5,15,4,1400
70,3,105,4,800
24,4,85,3,450
26,5,62,5,1750
7,1,130,4,16000
11,2,10,5,6000
71,5,176,1,350
86,3,46,3,600
92,2,321,4,4800
39,4,134,2,300
8,5,91,2,700
66,1,321,3,12000
39,5,341,5,1750
20,6,201,5,15000
3,3,247,1,200
44,1,110,4,16000
86,1,200,3,12000
21,6,132,5,15000
59,5,338,3,1050
82,6,125,1,3000
31,6,69,5,15000
76,6,63,5,15000
45,1,9,5,20000
43,5,100,1,350
1,3,85,1,200
75,1,31,4,16000
9,2,164,1,1200
37,5,207,4,1400
63,3,117,3,600
96,3,249,3,600
37,5,173,2,700
72,1,335,3,12000
62,2,300,5,6000
39,3,239,3,600
91,2,62,1,1200
67,2,55,1,1200
3,6,363,4,12000
36,4,197,2,300
82,4,113,2,300
40,6,231,1,3000
1,3,55,1,200
70,1,225,3,12000
42,4,273,5,750
76,3,49,3,600
32,3,356,5,1000
80,1,238,1,4000
23,6,94,2,6000
73,3,235,3,600
37,3,138,1,200
91,4,269,4,600
92,6,82,1,3000
49,1,193,4,16000
43,5,11,1,350
89,1,169,2,8000
64,1,241,4,16000
55,4,120,2,300
70,5,228,2,700
25,1,25,5,20000
15,6,64,1,3000
96,4,235,4,600
96,4,141,2,300
20,6,289,1,3000
13,4,166,5,750
38,2,41,3,3600
73,4,302,2,300
4,4,356,1,150
70,2,308,4,4800
33,1,33,5,20000
3,5,170,3,1050
33,2,197,3,3600
73,2,333,5,6000
66,1,87,1,4000
15,3,139,4,800
10,3,108,4,800
35,1,187,3,12000
22,4,302,2,300
22,4,145,3,450
70,4,99,4,600
46,3,160,4,800
8,2,22,5,6000
64,2,13,3,3600
35,6,51,3,9000
35,2,162,2,2400
8,4,110,5,750
51,1,153,4,16000
98,4,72,5,750
29,1,304,5,20000
87,6,116,3,9000
25,5,288,4,1400
41,4,248,2,300
40,2,45,5,6000
90,2,203,2,2400
76,5,71,3,1050
4,4,15,4,600
22,1,186,1,4000
66,6,176,4,12000
21,4,113,5,750
10,4,248,2,300
11,2,177,3,3600
25,3,40,1,200
67,3,267,2,400
21,1,287,2,8000
2,2,112,4,4800
67,3,240,1,200
12,3,291,2,400
83,6,6,5,15000
62,1,29,4,16000
96,4,146,2,300
11,3,39,2,400
57,2,192,3,3600
35,6,306,1,3000
31,3,122,4,800
55,1,296,5,20000
39,6,185,4,12000
89,4,166,1,150
45,4,279,1,150
85,5,95,2,700
18,4,129,3,450
85,1,47,4,16000
2,3,304,5,1000
78,3,271,2,400
4,1,275,2,8000
52,4,229,1,150
56,3,354,2,400
52,4,62,1,150
100,1,220,3,12000
50,3,110,5,1000
27,1,62,5,20000
50,4,219,3,450
88,2,14,1,1200
71,6,147,3,9000
21,3,196,5,1000
58,4,74,4,600
45,2,76,3,3600
14,5,345,2,700
31,3,241,3,600
78,6,340,2,6000
75,4,277,3,450
28,2,341,2,2400
17,2,196,2,2400
89,1,283,1,4000
67,2,168,2,2400
8,3,88,4,800
64,3,273,5,1000
3,3,345,2,400
8,3,349,5,1000
1,5,131,4,1400
23,4,347,2,300
60,2,231,3,3600
7,2,301,5,6000
44,4,4,5,750
88,4,319,5,750
59,6,169,3,9000
74,3,111,1,200
39,5,209,4,1400
96,2,74,4,4800
20,6,307,3,9000
77,1,262,3,12000
53,3,7,1,200
52,2,228,1,1200
4,4,223,1,150
89,5,356,1,350
91,6,282,3,9000
81,4,349,2,300
85,1,333,4,16000
13,1,279,5,20000
1,1,297,5,20000
93,1,152,4,16000
66,4,59,4,600
38,4,95,1,150
29,6,61,3,9000
8,4,328,3,450
44,6,206,4,12000
15,2,63,2,2400
91,4,83,5,750
42,6,155,3,9000
27,5,94,5,1750
14,1,331,1,4000
12,1,256,5,20000
5,3,181,3,600
70,1,175,5,20000
1,6,158,2,6000
100,6,260,3,9000
59,5,217,1,350
16,5,292,3,1050
94,6,293,4,12000
62,3,318,3,600
3,5,86,1,350
38,6,214,4,12000
40,1,266,4,16000
88,6,232,1,3000
100,4,96,5,750
81,1,156,1,4000
48,6,304,1,3000
28,3,296,2,400
35,3,92,4,800
72,1,125,3,12000
26,2,256,5,6000
10,2,196,4,4800
2,3,123,5,1000
32,5,114,5,1750
33,3,357,5,1000
32,4,313,5,750
68,4,62,2,300
2,4,49,5,750
42,3,249,4,800
32,4,33,3,450
77,6,211,2,6000
53,1,91,1,4000
91,5,207,1,350
55,6,126,1,3000
78,2,285,2,2400
74,6,114,2,6000
64,5,220,4,1400
12,1,205,3,12000
66,1,268,3,12000
51,3,160,1,200
24,1,269,4,16000
36,6,265,2,6000
73,2,128,4,4800
77,6,349,3,9000
48,5,298,2,700
35,6,346,2,6000
9,1,243,4,16000
77,3,322,2,400
57,5,139,5,1750
50,4,105,1,150
49,4,163,2,300
97,1,20,4,16000
80,2,273,5,6000
78,5,242,1,350
95,5,163,4,1400
31,5,187,3,1050
52,4,358,3,450
54,2,276,5,6000
76,1,239,2,8000
6,4,80,1,150
86,4,365,2,300
75,2,129,2,2400
69,2,199,3,3600
14,5,242,4,1400
56,2,282,4,4800
49,5,163,1,350
79,4,120,3,450
53,5,309,1,350
17,3,36,1,200
36,5,293,1,350
71,5,23,2,700
24,3,165,3,600
14,2,121,4,4800
59,6,69,4,12000
92,4,156,3,450
1,6,276,3,9000
66,3,188,4,800
1,3,111,1,200
54,1,182,3,12000
20,4,34,2,300
48,5,5,2,700
65,6,79,1,3000
82,2,31,5,6000
5,5,115,5,1750
54,2,105,3,3600
99,1,207,3,12000
48,3,297,1,200
40,1,302,4,16000
95,2,27,1,1200
96,2,247,1,1200
17,1,349,4,16000
47,5,193,5,1750
39,2,97,1,1200
